filename,ABp,Am,Ap,Bm,Bp,Om,Op,abm
cluster_7_2159_BMP.rf.06dcaf4a12794d317ae3b016eae1a428.jpg,0,0,0,0,0,1,0,0
cluster_3_871_BMP.rf.05f5c52e3b880dd4bd1329da34eca4ac.jpg,0,0,0,1,0,0,0,0
cluster_5_1524_BMP.rf.060a461f7531e33ac1adeaf16a473f5b.jpg,0,0,0,0,0,0,0,1
cluster_1_4755_BMP.rf.05c552673e1e78f077df016c961a972e.jpg,0,1,0,0,0,0,0,0
cluster_4_5420_BMP.rf.024ae975afd41f3e395f427e5b7525e6.jpg,1,0,0,0,0,0,0,0
cluster_5_2711_BMP.rf.038038d9044431bec6185ea715130b25.jpg,0,0,0,0,0,0,0,1
cluster_3_531_BMP.rf.05135c520b20ae07b84ad392c59b1b6d.jpg,0,0,0,1,0,0,0,0
cluster_7_1244_BMP.rf.040a713aeaa26006e88f971278924c8e.jpg,0,0,0,0,0,1,0,0
cluster_1_509_BMP.rf.065f8975e23b4d27bafe0a492e91ed52.jpg,0,1,0,0,0,0,0,0
cluster_6_2524_BMP.rf.067cb979857e0bb358bcad2f340419e4.jpg,0,0,0,0,0,0,1,0
cluster_1_5467_BMP.rf.074eed77bbd7e5cbef93ee924dd917a3.jpg,0,1,0,0,0,0,0,0
cluster_1_5475_BMP.rf.070db0eeefed7795f0c1e00712ec4b4e.jpg,0,1,0,0,0,0,0,0
cluster_1_5658_BMP.rf.0761b8a21b464b776aae8db51b807264.jpg,0,1,0,0,0,0,0,0
cluster_1_5177_BMP.rf.07c648a7beebb337a2618472ad31245b.jpg,0,1,0,0,0,0,0,0
cluster_5_2168_BMP.rf.07334d7684729cef3860d82b3d9c11d0.jpg,0,0,0,0,0,0,0,1
cluster_6_1465_BMP.rf.082c2dcb53b7481c08fa877d9a3bd330.jpg,0,0,0,0,0,0,1,0
cluster_7_1847_BMP.rf.080f2050a62cc356734f121ee1ee7bbe.jpg,0,0,0,0,0,1,0,0
cluster_2_5539_BMP.rf.05cc158ff2b48b85e6ab0dc9bc253265.jpg,0,0,0,0,1,0,0,0
cluster_6_2467_BMP.rf.07dd15c195d7e901ee5b4fa5e797e195.jpg,0,0,0,0,0,0,1,0
cluster_5_2664_BMP.rf.98f702aca1c17ec4949f05211b675465.jpg,0,0,0,0,0,0,0,1
cluster_0_4079_BMP.rf.9b638e6d9f85e65aa094df370c243f20.jpg,0,0,1,0,0,0,0,0
cluster_5_1013_BMP.rf.98f3a3012406c31a1b26c24c64efad29.jpg,0,0,0,0,0,0,0,1
cluster_1_4902_BMP.rf.98dc29ccf884e0126886e6e6df38af2e.jpg,0,1,0,0,0,0,0,0
cluster_2_5332_BMP.rf.9c9e56d279ec7575d6d8c20a67593dcb.jpg,0,0,0,0,1,0,0,0
cluster_7_2306_BMP.rf.994e8672c98b0c9696a751fbfc81c7e5.jpg,0,0,0,0,0,1,0,0
cluster_0_4423_BMP.rf.99e4617836d5c82495653aef90996be1.jpg,0,0,1,0,0,0,0,0
cluster_7_2717_BMP.rf.996ff8998e6ec49f460041a4c98d7180.jpg,0,0,0,0,0,1,0,0
cluster_5_214_BMP.rf.9d2908d15c4c116a698841b0820dd0e6.jpg,0,0,0,0,0,0,0,1
cluster_5_1220_BMP.rf.9d0d3765ddd01fa8a7d9c0fecb5c0998.jpg,0,0,0,0,0,0,0,1
cluster_0_3689_BMP.rf.9cd925c6071b028ff1af97c4352ec185.jpg,0,0,1,0,0,0,0,0
cluster_4_5353_BMP.rf.9bd8028dda8b3a49dc78b8c7e40bc61b.jpg,1,0,0,0,0,0,0,0
cluster_0_5601_BMP.rf.9d0a639febf03ca4340f041a53347676.jpg,0,0,1,0,0,0,0,0
cluster_0_3544_BMP.rf.9a50a66ff65108512d563ea0924a9b3c.jpg,0,0,1,0,0,0,0,0
cluster_1_4903_BMP.rf.9dc3129c8a3a3695f8370bf0da127861.jpg,0,1,0,0,0,0,0,0
cluster_7_2246_BMP.rf.9d82de42c1680b957eb283f3948bafc0.jpg,0,0,0,0,0,1,0,0
cluster_7_1120_BMP.rf.9b8b55a68b24214751be7915474eae75.jpg,0,0,0,0,0,1,0,0
cluster_1_5182_BMP.rf.9b8fd740346972a2caa91401a4388cea.jpg,0,1,0,0,0,0,0,0
cluster_1_4833_BMP.rf.9d77d3867cdf127fe7cd207fa1696dee.jpg,0,1,0,0,0,0,0,0
cluster_5_1440_BMP.rf.9dd1723f46d2eb2756f59e2d7dc8f264.jpg,0,0,0,0,0,0,0,1
cluster_1_5378_BMP.rf.9dec1aef326587c7a6e9b45fef1409a5.jpg,0,1,0,0,0,0,0,0
cluster_1_5318_BMP.rf.9bc856f4637267649ae0b51b25b0337f.jpg,0,1,0,0,0,0,0,0
cluster_5_2569_BMP.rf.9e200475513d43dc90e16626414b029d.jpg,0,0,0,0,0,0,0,1
cluster_5_2302_BMP.rf.9de4b18a52fe1e804e24ef29300edaa2.jpg,0,0,0,0,0,0,0,1
cluster_1_5972_BMP.rf.9e18d4ce30ceb0d4aff0778f86104a13.jpg,0,1,0,0,0,0,0,0
cluster_1_83_BMP.rf.9f5272d6a30a9a18e3962291b6767cad.jpg,0,1,0,0,0,0,0,0
cluster_1_739_BMP.rf.9f53e5623bb5f9777d11e5d61cefa0f5.jpg,0,1,0,0,0,0,0,0
cluster_2_5792_BMP.rf.9dcd37c0a836ee98e6726cc723764952.jpg,0,0,0,0,1,0,0,0
cluster_0_5647_BMP.rf.9f026341c17d9ac70c4bbdfce95a487e.jpg,0,0,1,0,0,0,0,0
cluster_3_4933_BMP.rf.99976323b3c5bf3f97eaec099710fc4a.jpg,0,0,0,1,0,0,0,0
cluster_7_1223_BMP.rf.9f05b126f62f62935ce59cd3f3a8cd44.jpg,0,0,0,0,0,1,0,0
cluster_3_896_BMP.rf.9f6099c210b38bb8457c82f23f8ba51b.jpg,0,0,0,1,0,0,0,0
cluster_4_4815_BMP.rf.9fea5925b582e8f85190d2ffec3051a4.jpg,1,0,0,0,0,0,0,0
cluster_0_4693_BMP.rf.9f73b2a6fa683c9072eb4d36b5fd0a97.jpg,0,0,1,0,0,0,0,0
cluster_4_5110_BMP.rf.9f7927d43ff73d90a1bfeefa1e0a0f88.jpg,1,0,0,0,0,0,0,0
cluster_6_1784_BMP.rf.9fdc69cf46ff30257d417f745cb98ea3.jpg,0,0,0,0,0,0,1,0
cluster_6_146_BMP.rf.a0c2f46a3204e7b9208a80d6522eca5f.jpg,0,0,0,0,0,0,1,0
cluster_0_4802_BMP.rf.9edc28c5f1c9df026ea1c7e5a01b809b.jpg,0,0,1,0,0,0,0,0
cluster_7_1104_BMP.rf.a0a38025e170782e49138a7745ef251e.jpg,0,0,0,0,0,1,0,0
cluster_4_719_BMP.rf.a07ce86cb982e04e009989880fe38ac0.jpg,1,0,0,0,0,0,0,0
cluster_5_2292_BMP.rf.9a9694f3d058b37eb3002b3898525d2c.jpg,0,0,0,0,0,0,0,1
cluster_1_5743_BMP.rf.a0dfb70d4c5345d7e68a77c2203fc532.jpg,0,1,0,0,0,0,0,0
cluster_1_584_BMP.rf.9aec8badd18c47108519bb35fd932d1d.jpg,0,1,0,0,0,0,0,0
cluster_7_2873_BMP.rf.993c43eefe2ed2ae385089e61b024e85.jpg,0,0,0,0,0,1,0,0
cluster_5_2125_BMP.rf.9bf0795220592e1819da841bcf3cdbd9.jpg,0,0,0,0,0,0,0,1
cluster_0_4412_BMP.rf.a12152cf9fa9e47f566ca59543605233.jpg,0,0,1,0,0,0,0,0
cluster_7_2224_BMP.rf.a17d274545f6c0f7c5f7482265da8bcb.jpg,0,0,0,0,0,1,0,0
cluster_0_3410_BMP.rf.a1992db3790b9f5182f7842b9ed11468.jpg,0,0,1,0,0,0,0,0
cluster_1_5595_BMP.rf.a095536def05342406207734b4b509f8.jpg,0,1,0,0,0,0,0,0
cluster_3_5644_BMP.rf.a29bcb9d80e0e56c2dc617a29c648559.jpg,0,0,0,1,0,0,0,0
cluster_1_613_BMP.rf.a223082c1e62ebc0727fa29b82dd6452.jpg,0,1,0,0,0,0,0,0
cluster_3_1032_BMP.rf.a274a2ce2950ff88ae5dabe0739639ad.jpg,0,0,0,1,0,0,0,0
cluster_7_2270_BMP.rf.9c1a83f422c760f08ce3187a288b95b8.jpg,0,0,0,0,0,1,0,0
cluster_6_1811_BMP.rf.a27e62f0eb3964fb3cc3e639ba9ded7d.jpg,0,0,0,0,0,0,1,0
cluster_1_5757_BMP.rf.a28a45c3ff4619ee4a11edd140e526b1.jpg,0,1,0,0,0,0,0,0
cluster_2_4578_BMP.rf.9b1095c1cab1b6ecb5ce82df6c4a023b.jpg,0,0,0,0,1,0,0,0
cluster_0_3475_BMP.rf.a093467ce91fb62a4be8f9fec9870cff.jpg,0,0,1,0,0,0,0,0
cluster_3_525_BMP.rf.a2c35eb52352a7d9a6b5abbe751740cb.jpg,0,0,0,1,0,0,0,0
cluster_6_1329_BMP.rf.a41047071ec4e9af2df498a06d71ed2a.jpg,0,0,0,0,0,0,1,0
cluster_0_5301_BMP.rf.a2ef9f0a7731d9d29fcea93e5ff8d374.jpg,0,0,1,0,0,0,0,0
cluster_4_5679_BMP.rf.a1621e5dae09673ef784206b1d951b7b.jpg,1,0,0,0,0,0,0,0
cluster_6_1700_BMP.rf.a2bd1847876701c3973cd62cb7796d99.jpg,0,0,0,0,0,0,1,0
cluster_5_2485_BMP.rf.a08adc06e065640b1aa1c7b25d9064e0.jpg,0,0,0,0,0,0,0,1
cluster_7_2151_BMP.rf.a366dff5628c655d5bee0add6960c24b.jpg,0,0,0,0,0,1,0,0
cluster_5_1176_BMP.rf.a3c9a440dd9f25f06c7529d083cf5ace.jpg,0,0,0,0,0,0,0,1
cluster_0_5286_BMP.rf.9ba843ad52def9f09cd6a087b4c149d1.jpg,0,0,1,0,0,0,0,0
cluster_1_5489_BMP.rf.a301ca615f3118a920c37375dff55bd2.jpg,0,1,0,0,0,0,0,0
cluster_3_776_BMP.rf.a4b7db8c6af9b85271810085ef2f7d15.jpg,0,0,0,1,0,0,0,0
cluster_0_5004_BMP.rf.a40d98900ffa2ae9f1393f5b5c76e3ab.jpg,0,0,1,0,0,0,0,0
cluster_3_5435_BMP.rf.a4561c0ff2ce512cdc83aa3ec8510904.jpg,0,0,0,1,0,0,0,0
cluster_1_5037_BMP.rf.a413a749e8b7024d59398b04f86aacff.jpg,0,1,0,0,0,0,0,0
cluster_5_2055_BMP.rf.a4a0bd18622c116b2dc533aeac3c4070.jpg,0,0,0,0,0,0,0,1
cluster_0_798_BMP.rf.a3b651513a5ed4b6576493115fcbe02e.jpg,0,0,1,0,0,0,0,0
cluster_1_791_BMP.rf.9b361c027914073c12ec4d9304366ac0.jpg,0,1,0,0,0,0,0,0
cluster_1_5927_BMP.rf.a5934b942ef2fdc822a6f8aeb24fabe7.jpg,0,1,0,0,0,0,0,0
cluster_7_2463_BMP.rf.a228f9126b7bd1828f3799bfc4659b5a.jpg,0,0,0,0,0,1,0,0
cluster_5_2121_BMP.rf.a5f2716eb00893c66276ef11bedb66af.jpg,0,0,0,0,0,0,0,1
cluster_5_1872_BMP.rf.a646ca01c2bf274785bbde852a561ae4.jpg,0,0,0,0,0,0,0,1
cluster_1_5294_BMP.rf.9c2811c20c616652789f4557114546c4.jpg,0,1,0,0,0,0,0,0
cluster_4_5495_BMP.rf.a73ec1b6792400522fc1c2236fac35e1.jpg,1,0,0,0,0,0,0,0
cluster_6_1987_BMP.rf.a46111ffbcd793d6c4c6b152cc558454.jpg,0,0,0,0,0,0,1,0
cluster_4_632_BMP.rf.a74884ff9db3243b3b35fab6a9889946.jpg,1,0,0,0,0,0,0,0
cluster_1_4772_BMP.rf.9ba350e9dbfca032d3a0c397cffdd0e4.jpg,0,1,0,0,0,0,0,0
cluster_3_5767_BMP.rf.a6fa02f0b484383f3311ecee49804181.jpg,0,0,0,1,0,0,0,0
cluster_5_1613_BMP.rf.a787363823c5a49d7684ddc76af505f5.jpg,0,0,0,0,0,0,0,1
cluster_6_2283_BMP.rf.a71e7f0393749a8e20c5deb11d2e56dd.jpg,0,0,0,0,0,0,1,0
cluster_6_1877_BMP.rf.a76e67a10b05a34b322231629b9fb737.jpg,0,0,0,0,0,0,1,0
cluster_2_5147_BMP.rf.a6ef8411e41d87cd50bbdd41e9644843.jpg,0,0,0,0,1,0,0,0
cluster_6_1279_BMP.rf.a6c8a0d6c79f9fa2574bf3103fddebb8.jpg,0,0,0,0,0,0,1,0
cluster_1_770_BMP.rf.a7ce938065d8f2922379cd8566a01c1f.jpg,0,1,0,0,0,0,0,0
cluster_3_5406_BMP.rf.a7a286ef5e408c8f560caccb091f9cc7.jpg,0,0,0,1,0,0,0,0
cluster_1_923_BMP.rf.9c015ec1f3d2b7026c2a1ef04fc99f5a.jpg,0,1,0,0,0,0,0,0
cluster_1_596_BMP.rf.a757b0d160a77908f811d787acf59f58.jpg,0,1,0,0,0,0,0,0
cluster_1_894_BMP.rf.a8cef5eaee6e9d50bfbe6f7f81dc79d1.jpg,0,1,0,0,0,0,0,0
cluster_0_3798_BMP.rf.a7d3864b5e7914d0ec8236e6e7bdbe1f.jpg,0,0,1,0,0,0,0,0
cluster_3_5822_BMP.rf.a8e5b26c3fd241e14f2086bda0e230d6.jpg,0,0,0,1,0,0,0,0
cluster_6_1665_BMP.rf.a9021f32cd63d79e8431032a4608ce0a.jpg,0,0,0,0,0,0,1,0
cluster_0_502_BMP.rf.a901c5fcdbb588ac36eac64a1b0dd9da.jpg,0,0,1,0,0,0,0,0
cluster_2_5642_BMP.rf.a7fd4e0124f4f12088f42dac15c92908.jpg,0,0,0,0,1,0,0,0
cluster_2_419_BMP.rf.a892dd74b4ac6576b2fef8cd2a925f3a.jpg,0,0,0,0,1,0,0,0
cluster_1_5611_BMP.rf.a993e63ede58e2299f0a8373b0b12d89.jpg,0,1,0,0,0,0,0,0
cluster_0_3629_BMP.rf.a9f914c22ffe1dd57550642ef2024167.jpg,0,0,1,0,0,0,0,0
cluster_3_5690_BMP.rf.a99ec1ae367b768f5fa5ee6b8b614cd9.jpg,0,0,0,1,0,0,0,0
cluster_2_5070_BMP.rf.a88c490bfdecb13beaeeb297a4136b4b.jpg,0,0,0,0,1,0,0,0
cluster_6_1675_BMP.rf.a86b159f16a1cf24bc524cfad757f73b.jpg,0,0,0,0,0,0,1,0
cluster_3_5142_BMP.rf.a9a36a749d256d216c232213619e83cb.jpg,0,0,0,1,0,0,0,0
cluster_0_4529_BMP.rf.aa1e354a4376fcda6f86b7df648f7aa6.jpg,0,0,1,0,0,0,0,0
cluster_6_2892_BMP.rf.aa588181d1bcda5954e6c5c308935c76.jpg,0,0,0,0,0,0,1,0
cluster_0_5946_BMP.rf.a8464966796ee4bc225d2d59d78b21fd.jpg,0,0,1,0,0,0,0,0
cluster_4_859_BMP.rf.aadecd41935605d766f83fca98bef409.jpg,1,0,0,0,0,0,0,0
cluster_7_1180_BMP.rf.9bf7d8f6ea185348b3882e6420097bee.jpg,0,0,0,0,0,1,0,0
cluster_2_4569_BMP.rf.aa66eba4c63354163e26f78eaf501298.jpg,0,0,0,0,1,0,0,0
cluster_1_5379_BMP.rf.a8f536a3395aac21b18138d75f17b9a6.jpg,0,1,0,0,0,0,0,0
cluster_4_5620_BMP.rf.ab0a7006b833ee8ee52c48e557a0b78e.jpg,1,0,0,0,0,0,0,0
cluster_6_1378_BMP.rf.abd9b77c62fa2e8b17479e89d35fd994.jpg,0,0,0,0,0,0,1,0
cluster_5_1772_BMP.rf.ab731535906fed8f510c692efef4f3fb.jpg,0,0,0,0,0,0,0,1
cluster_0_5591_BMP.rf.abc12b93f3cf29aaf598d79fbecb774e.jpg,0,0,1,0,0,0,0,0
cluster_7_170_BMP.rf.aa8faecb6c8ea40701768edb946b99df.jpg,0,0,0,0,0,1,0,0
cluster_5_1760_BMP.rf.ab9b6aeee029f81488d5a2280a93e428.jpg,0,0,0,0,0,0,0,1
cluster_4_4810_BMP.rf.ab9a5121d70ffea069d61391f8cf2b4e.jpg,1,0,0,0,0,0,0,0
cluster_7_2504_BMP.rf.abebbcf38767aa884a0c35a7f8887f99.jpg,0,0,0,0,0,1,0,0
cluster_2_5012_BMP.rf.ab9fccd03252d09b31661d1c6fb4ca2f.jpg,0,0,0,0,1,0,0,0
cluster_2_953_BMP.rf.acd6ed20567f598b83eb80193e7ad64c.jpg,0,0,0,0,1,0,0,0
cluster_1_545_BMP.rf.ab78b44316727b70e9c687ff303280c0.jpg,0,1,0,0,0,0,0,0
cluster_3_5155_BMP.rf.ab3c25e3db7cff6ebb68353a32a56e8e.jpg,0,0,0,1,0,0,0,0
cluster_4_4963_BMP.rf.ab71f4072dcb23464c372f1a671ee464.jpg,1,0,0,0,0,0,0,0
cluster_4_554_BMP.rf.ad0f416897aa78628f384f1df647bd47.jpg,1,0,0,0,0,0,0,0
cluster_0_4474_BMP.rf.aee65667a8edd984bd42b71d99734bd6.jpg,0,0,1,0,0,0,0,0
cluster_6_2291_BMP.rf.abfb1603ed5cdf35271f53bd6122595c.jpg,0,0,0,0,0,0,1,0
cluster_6_1301_BMP.rf.adf0c99ddc55fdd214d50b0c1be9ad30.jpg,0,0,0,0,0,0,1,0
cluster_6_1653_BMP.rf.ac50da4da8fb8380854b175d26b2b4a8.jpg,0,0,0,0,0,0,1,0
cluster_1_883_BMP.rf.acabfb21433072c387a7639b3d8faa90.jpg,0,1,0,0,0,0,0,0
cluster_7_2732_BMP.rf.acd59a6d18e42803444b4c1d866a007c.jpg,0,0,0,0,0,1,0,0
cluster_0_4959_BMP.rf.acaadd5dd10bc02caf7a5924f186fb0c.jpg,0,0,1,0,0,0,0,0
cluster_4_5768_BMP.rf.aece7d54ffb09d1535e7c8db7d152397.jpg,1,0,0,0,0,0,0,0
cluster_5_2347_BMP.rf.af0beef1cb3396fb2260092b48a53ec9.jpg,0,0,0,0,0,0,0,1
cluster_7_1487_BMP.rf.af7d9f197a66c9ce04f9d148f7767310.jpg,0,0,0,0,0,1,0,0
cluster_4_4982_BMP.rf.afd5e1ae301c569ec80da1822bfa62a8.jpg,1,0,0,0,0,0,0,0
cluster_0_3606_BMP.rf.ae7c041ad9154c842ea96983e30497e5.jpg,0,0,1,0,0,0,0,0
cluster_7_2802_BMP.rf.afb195772a90068c05ec6967c88d444d.jpg,0,0,0,0,0,1,0,0
cluster_5_1448_BMP.rf.add47568d891c29be72b51be33728ba1.jpg,0,0,0,0,0,0,0,1
cluster_6_1345_BMP.rf.af6430c638400bcbd5c4188ea7e9d1eb.jpg,0,0,0,0,0,0,1,0
cluster_3_5421_BMP.rf.afeec0f9e54f47347b495ad9fc920028.jpg,0,0,0,1,0,0,0,0
cluster_0_3523_BMP.rf.b085fa654410ade5509092c1927dc4b7.jpg,0,0,1,0,0,0,0,0
cluster_2_536_BMP.rf.b178d54309f15dfe71f7230e95fcf1cc.jpg,0,0,0,0,1,0,0,0
cluster_3_5050_BMP.rf.b1f62c080abbc09a91a0e52f1b2e8ab6.jpg,0,0,0,1,0,0,0,0
cluster_5_1439_BMP.rf.b02867ad3e003bc549ce1227de2a68e0.jpg,0,0,0,0,0,0,0,1
cluster_3_5810_BMP.rf.b324ad3d66075701821dfae95ca43b3c.jpg,0,0,0,1,0,0,0,0
cluster_1_5536_BMP.rf.b217bdf8e96e8299dae2f9e30b4f6def.jpg,0,1,0,0,0,0,0,0
cluster_4_4867_BMP.rf.b4e5feb08d0f3f659e417ea8bb6e2a60.jpg,1,0,0,0,0,0,0,0
cluster_2_4212_BMP.rf.b2b42eb0a42e432de4fa22d4f3820db9.jpg,0,0,0,0,1,0,0,0
cluster_5_1914_BMP.rf.b19b7672b7a899248745cccc6573a30d.jpg,0,0,0,0,0,0,0,1
cluster_3_5769_BMP.rf.b2c4321d736f199997d0325a658f5609.jpg,0,0,0,1,0,0,0,0
cluster_6_2431_BMP.rf.b4ea02ae178a7a45ba6b63a69dea5bae.jpg,0,0,0,0,0,0,1,0
cluster_0_4617_BMP.rf.b02a9417d0162d2d75a275dbeba500f2.jpg,0,0,1,0,0,0,0,0
cluster_1_5393_BMP.rf.b068802b06cabe2708da9161b99d95a0.jpg,0,1,0,0,0,0,0,0
cluster_4_5389_BMP.rf.b3ff4f3c75225226669c8d9ad8b5fd67.jpg,1,0,0,0,0,0,0,0
cluster_6_1842_BMP.rf.b2cdb98f4c5e648810caad070ded9273.jpg,0,0,0,0,0,0,1,0
cluster_6_192_BMP.rf.b4518c76ef6b8a5494c93833b19f159a.jpg,0,0,0,0,0,0,1,0
cluster_0_5800_BMP.rf.b51e034aa2fb7096223f0cc2287f4782.jpg,0,0,1,0,0,0,0,0
cluster_1_5935_BMP.rf.b420c1906607811acd2f51dad4e00b93.jpg,0,1,0,0,0,0,0,0
cluster_0_5140_BMP.rf.b56a49aef361a7799295a45de2835203.jpg,0,0,1,0,0,0,0,0
cluster_2_905_BMP.rf.b2837cd20b17bacb4463454af992a95f.jpg,0,0,0,0,1,0,0,0
cluster_5_1294_BMP.rf.b4aa50e78ab70656cb06a484d2ea4813.jpg,0,0,0,0,0,0,0,1
cluster_4_5926_BMP.rf.af82b3d32dd4079a7266dbc2356097d4.jpg,1,0,0,0,0,0,0,0
cluster_6_229_BMP.rf.b106299dd03afdc80e1ef2bc1541fd9e.jpg,0,0,0,0,0,0,1,0
cluster_6_1405_BMP.rf.b5521ce109a20cecf35b3a10b96e8ecc.jpg,0,0,0,0,0,0,1,0
cluster_0_3783_BMP.rf.b2796c286544c30c4a9985374abcbe39.jpg,0,0,1,0,0,0,0,0
cluster_3_778_BMP.rf.b4134a8ead53bca00e4dcdbc8f7aee74.jpg,0,0,0,1,0,0,0,0
cluster_7_1961_BMP.rf.b5903043a3c2837947e6c7bed86644b1.jpg,0,0,0,0,0,1,0,0
cluster_7_1173_BMP.rf.b589d463038406249a6115c37db9af82.jpg,0,0,0,0,0,1,0,0
cluster_2_4183_BMP.rf.b5cce9da96417d16c84fe2db2f58a8d1.jpg,0,0,0,0,1,0,0,0
cluster_1_5725_BMP.rf.b5ec38e34682575a0a249dfce0121bce.jpg,0,1,0,0,0,0,0,0
cluster_1_5984_BMP.rf.b70a1d9b595891be3d750b2b1b3fcc06.jpg,0,1,0,0,0,0,0,0
cluster_2_4800_BMP.rf.b577a045cff637c7c4b34f661c2d7dfe.jpg,0,0,0,0,1,0,0,0
cluster_5_2119_BMP.rf.b5f04dd51aea59e3001410ef7d394905.jpg,0,0,0,0,0,0,0,1
cluster_6_1122_BMP.rf.b72dc1eb8ca3160623fc3779aaa56636.jpg,0,0,0,0,0,0,1,0
cluster_0_4871_BMP.rf.b4f06c53748e52b654cbae48b67b7031.jpg,0,0,1,0,0,0,0,0
cluster_7_1207_BMP.rf.b7336adcd04b2765fe9bfd7190a20ec2.jpg,0,0,0,0,0,1,0,0
cluster_6_1996_BMP.rf.b79cb226e0dbd97620f2a7faeb4ed48b.jpg,0,0,0,0,0,0,1,0
cluster_1_821_BMP.rf.b8319c7112df20c563de9d41b5cb156d.jpg,0,1,0,0,0,0,0,0
cluster_6_13_BMP.rf.b7c29b45c7d83455075f3cce68b9515d.jpg,0,0,0,0,0,0,1,0
cluster_1_5573_BMP.rf.b85b2d8fdcc23929ec8832850e0b9019.jpg,0,1,0,0,0,0,0,0
cluster_0_4401_BMP.rf.b716d1c6d88f2e7bdd9bc5f3b17a5264.jpg,0,0,1,0,0,0,0,0
cluster_1_98_BMP.rf.b71299a85aebfbfbf3167f7f9b3cf40a.jpg,0,1,0,0,0,0,0,0
cluster_6_1377_BMP.rf.b86d658589f803e94b0bfee1dd3ada83.jpg,0,0,0,0,0,0,1,0
cluster_2_5886_BMP.rf.b923b0aeee2a542a66afb7b47a7b9fdc.jpg,0,0,0,0,1,0,0,0
cluster_3_4616_BMP.rf.b906536a202d7805b955d0f79c7ff7d0.jpg,0,0,0,1,0,0,0,0
